"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","LAT","LONG"
"584","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"awl","bone","Toolkit",-34.5,-85.99142102,32.93169112
"585","Copper Inuit","22",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"586","Copper Inuit","23",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"587","Copper Inuit","24",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"588","Copper Inuit","25",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"589","Copper Inuit","26",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"590","Copper Inuit","27",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"591","Copper Inuit","28",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"592","Copper Inuit","29",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"593","Copper Inuit","30",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"594","Copper Inuit","31",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"595","Copper Inuit","32",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"596","Copper Inuit","33",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"597","Copper Inuit","34",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"598","Copper Inuit","35",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"599","Copper Inuit","36",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"600","Copper Inuit","37",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"601","Copper Inuit","38",0,NA,NA,NA,-34.5,-85.99142102,32.93169112
"602","Copper Inuit","Merwin,_B._W._1915._The_Copper_Eskimo._InThe_Museum_Journal,_Vol._VI:163_68._Philadelphia,_Pa.:_The_University_Museum,_University_of_Pennsylvania._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd08_017.",1,"needle","bone","Hunting",-34.5,-85.99142102,32.93169112
"603","Copper Inuit","De_Coccola,_Raymond,_Paul_King,_and_James_Houston._1986.The_Incredible_Eskimo:_Life_among_the_Barren_Land_Eskimo._Surrey,_B.C.:_Hancock_House._https://ehrafworldcultures.yale.edu/document?id=nd08_035.",1,"needle","wood","Tattooing",-34.5,-85.99142102,32.93169112
"604","Copper Inuit","Collinson_Sir,_Richard._1855._Account_of_the_Proceedings_of_H.M.S._Enterprise_from_Behring_Strait_to_Cambridge_Bay._InThe_Journal_of_the_Royal_Geographical_Society,_Vol._XXV:194_206._London:_John_Murray._https://ehrafworldcultures.yale.edu/document?id=nd08_016.",1,"needle","copper","Clothing",-34.5,-85.99142102,32.93169112
"605","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Toolkit",-34.5,-85.99142102,32.93169112
"606","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","unknown","Dog Care",-34.5,-85.99142102,32.93169112
"607","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","unknown","Bags",-34.5,-85.99142102,32.93169112
"608","Copper Inuit","Rasmussen,_Knud._1932._Intellectual_Culture_of_the_Copper_Eskimos._InReport_of_the_Fifth_Thule_Expedition,_1921_1924,_IX:350,_plates._Copenhagen,_Denmark:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nd08_003.",1,"needle","bone","Fishing",-34.5,-85.99142102,32.93169112
"609","Copper Inuit","Stefánsson,_Vilhjálmer._1913._My_Life_with_the_Eskimo._In_._New_York:_The_Macmillan_Co._https://ehrafworldcultures.yale.edu/document?id=nd08_011.",1,"needle","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"610","Copper Inuit","Merwin,_B._W._1915._The_Copper_Eskimo._InThe_Museum_Journal,_Vol._VI:163_68._Philadelphia,_Pa.:_The_University_Museum,_University_of_Pennsylvania._https://ehrafworldcultures.yale.edu/document?id=nd08_017.",1,"needle","unknown","Clothing",-34.5,-85.99142102,32.93169112
"611","Copper Inuit","Stefánsson,_Vilhjálmur._1914._The_Stefánsson_Anderson_Arctic_Expedition_of_the_American_Museum:_Preliminary_Ethnological_Report._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_Vol._XIV:395._New_York:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nd08_002.",1,"needle","copper","Clothing",-34.5,-85.99142102,32.93169112
"612","Copper Inuit","Jenness,_Diamond._1959.The_People_of_the_Twilight._Chicago,_Ill.:_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nd08_029.",1,"needle","unknown","Clothing",-34.5,-85.99142102,32.93169112
"613","Copper Inuit","Jenness,_Diamond._1959.The_People_of_the_Twilight._Chicago,_Ill.:_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nd08_029.",1,"needle","unknown","Bedding",-34.5,-85.99142102,32.93169112
"614","Copper Inuit","Roberts,_Helen_H.,_and_Diamond_Jenness._1925._Eskimo_Songs:_Songs_of_the_Copper_Eskimo_(Southern_Party__1913_16)._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Vol._XIV:506._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_006.",1,"needle","unknown","Music",-34.5,-85.99142102,32.93169112
"615","Copper Inuit","De_Coccola,_Raymond,_Paul_King,_and_James_Houston._1986.The_Incredible_Eskimo:_Life_among_the_Barren_Land_Eskimo._Surrey,_B.C.:_Hancock_House._https://ehrafworldcultures.yale.edu/document?id=nd08_035.",1,"needle","unknown","Compass",-34.5,-85.99142102,32.93169112
"616","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","unknown","Medical",-34.5,-85.99142102,32.93169112
"617","Copper Inuit","Damas,_David._1984._Copper_Eskimo._InHandbook_of_North_American_Indians._Arctic,_5:397_414,_731_806._Washington,_D.C.:_Smithsonian_Institution:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nd08_031.",1,"needle","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"618","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Hunting",-34.5,-85.99142102,32.93169112
"619","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","metal","Hunting",-34.5,-85.99142102,32.93169112
"620","Copper Inuit","Merwin,_B._W._1915._The_Copper_Eskimo._InThe_Museum_Journal,_Vol._VI:163_68._Philadelphia,_Pa.:_The_University_Museum,_University_of_Pennsylvania._https://ehrafworldcultures.yale.edu/document?id=nd08_017.",1,"needle","unknown","Hunting",-34.5,-85.99142102,32.93169112
"621","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","unknown","Ceremony or Ritual",-34.5,-85.99142102,32.93169112
"622","Copper Inuit","Jenness,_Diamond._1959.The_People_of_the_Twilight._Chicago,_Ill.:_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nd08_029.",1,"needle","unknown","Compass",-34.5,-85.99142102,32.93169112
"623","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Fishing",-34.5,-85.99142102,32.93169112
"624","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","wood","Fishing",-34.5,-85.99142102,32.93169112
"625","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Fishing",-34.5,-85.99142102,32.93169112
"626","Copper Inuit","Rasmussen,_Knud._1932._Intellectual_Culture_of_the_Copper_Eskimos._InReport_of_the_Fifth_Thule_Expedition,_1921_1924,_IX:350,_plates._Copenhagen,_Denmark:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nd08_003.",1,"needle","unknown","Ceremony or Ritual",-34.5,-85.99142102,32.93169112
"627","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"628","Copper Inuit","De_Coccola,_Raymond,_Paul_King,_and_James_Houston._1986.The_Incredible_Eskimo:_Life_among_the_Barren_Land_Eskimo._Surrey,_B.C.:_Hancock_House._https://ehrafworldcultures.yale.edu/document?id=nd08_035.",1,"needle","unknown","Dog Care",-34.5,-85.99142102,32.93169112
"629","Copper Inuit","Damas,_David._1984._Copper_Eskimo._InHandbook_of_North_American_Indians._Arctic,_5:397_414,_731_806._Washington,_D.C.:_Smithsonian_Institution:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nd08_031.",1,"needle","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"630","Copper Inuit","Jenness,_Diamond._1923._Origin_of_the_Copper_Eskimos_and_Their_Copper_Culture._InGeographical_Review,_Vol._XIII:540_51._New_York,_N.Y.:_The_American_Geographical_Society._https://ehrafworldcultures.yale.edu/document?id=nd08_015.",1,"awl","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"631","Copper Inuit","Rasmussen,_Knud._1932._Intellectual_Culture_of_the_Copper_Eskimos._InReport_of_the_Fifth_Thule_Expedition,_1921_1924,_IX:350,_plates._Copenhagen,_Denmark:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nd08_003.",1,"needle","unknown","Hunting",-34.5,-85.99142102,32.93169112
"632","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Shelter",-34.5,-85.99142102,32.93169112
"633","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","bone","Bags",-34.5,-85.99142102,32.93169112
"634","Copper Inuit","Jenness,_Diamond._1959.The_People_of_the_Twilight._Chicago,_Ill.:_University_of_Chicago_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nd08_029.",1,"needle","bone","Hunting",-34.5,-85.99142102,32.93169112
"635","Copper Inuit","Collinson_Sir,_Richard._1889._Journal_of_H.M.S._Enterprise_on_the_Expedition_of_Sir_John_Franklins_Ships_by_Behring_Strait,_1850_55._In_._London:_Sampson_Low,_Marston,_Searle,_and_Rivington,_Limited._https://ehrafworldcultures.yale.edu/cultures/nd08/documents/012.",1,"awl","unknown","Toolkit",-34.5,-85.99142102,32.93169112
"636","Copper Inuit","De_Coccola,_Raymond,_Paul_King,_and_James_Houston._1986.The_Incredible_Eskimo:_Life_among_the_Barren_Land_Eskimo._Surrey,_B.C.:_Hancock_House._https://ehrafworldcultures.yale.edu/document?id=nd08_035.",1,"needle","copper","Tattooing",-34.5,-85.99142102,32.93169112
"637","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","bone","Fishing",-34.5,-85.99142102,32.93169112
"638","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"needle","unknown","Baskets",-34.5,-85.99142102,32.93169112
"639","Copper Inuit","Jenness,_Diamond._1946._The_Material_Culture_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_Southern_Party,_1913_1916,_16:8,_148._Ottawa,_Ont.:_Edmond_Cloutier,_Kings_Printer_and_Controller_of_Stationery._https://ehrafworldcultures.yale.edu/document?id=nd08_028.",1,"awl","bone","Clothing",-34.5,-85.99142102,32.93169112
"640","Copper Inuit","De_Coccola,_Raymond,_Paul_King,_and_James_Houston._1986.The_Incredible_Eskimo:_Life_among_the_Barren_Land_Eskimo._Surrey,_B.C.:_Hancock_House._https://ehrafworldcultures.yale.edu/document?id=nd08_035.",1,"needle","unknown","Clothing",-34.5,-85.99142102,32.93169112
"641","Copper Inuit","Jenness,_Diamond._1959.The_People_of_the_Twilight._Chicago,_Ill.:_University_of_Chicago_Press._https://ehrafworldcultures.yale.edu/document?id=nd08_029.",1,"needle","unknown","Gifts",-34.5,-85.99142102,32.93169112
"642","Copper Inuit","Jenness,_Diamond._1922._The_Life_of_the_Copper_Eskimos._InReport_of_the_Canadian_Arctic_Expedition,_1913_1918,_XII:5_277_,_9_plates._Ottawa,_Ont.:_F.A._Acland._https://ehrafworldcultures.yale.edu/document?id=nd08_001.",1,"needle","unknown","Burial",-34.5,-85.99142102,32.93169112
"643","Creek","1",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"644","Creek","2",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"645","Creek","4",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"646","Creek","5",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"647","Creek","6",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"648","Creek","3",0,NA,NA,NA,0.400000006,-107.8309997,45.3835311
"649","Creek","Swanton,_John_Reed._1928._Social_Organization_and_Social_Usages_of_the_Indians_of_the_Creek_Confederacy._InAnnual_Report,_23_472._Washington,_Dc:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nn11_001.",1,"needle","unknown","Punishment ",0.400000006,-107.8309997,45.3835311
"650","Creek","Sattler,_Richard_A._2009._Culture_Summary:_Creek._New_Haven,_Conn.:_Human_Relations_Area_Files._https://ehrafworldcultures.yale.edu/document?id=nn11_000.",1,"needle","unknown","Punishment ",0.400000006,-107.8309997,45.3835311
"651","Creek","Swanton,_John_Reed._1928._Religious_Beliefs_and_Medicinal_Practices_of_the_Creek_Indians._InAnnual_Report,_473_672._Washington,_Dc:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nn11_002.",1,"needle","copper","Ceremony or Ritual",0.400000006,-107.8309997,45.3835311
"652","Creek","Innes,_Pamela_Joan._2004._Creek_in_the_West._InHandbook_of_North_American_Indians._Southeast,_Vol._14:393_403._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nn11_005.",1,"needle","metal","Clothing",0.400000006,-107.8309997,45.3835311
"653","Creek","Swanton,_John_Reed._1928._Social_Organization_and_Social_Usages_of_the_Indians_of_the_Creek_Confederacy._InAnnual_Report,_23_472._Washington,_Dc:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nn11_001.",1,"awl","unknown","Gaming",0.400000006,-107.8309997,45.3835311
"654","Creek","Swanton,_John_Reed._1928._Religious_Beliefs_and_Medicinal_Practices_of_the_Creek_Indians._InAnnual_Report,_473_672._Washington,_Dc:_U.S._Govt._Print._Off._https://ehrafworldcultures.yale.edu/document?id=nn11_002.",1,"needle","unknown","Punishment ",0.400000006,-107.8309997,45.3835311
"655","Creek","Walker,_Willard._2004._Creek_Confederacy_before_Removal._InHandbook_of_North_American_Indians._Southeast,_Vol._14:373_91._Washington,_D._C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nn11_004.",1,"needle","unknown","Punishment ",0.400000006,-107.8309997,45.3835311
"656","Crow","1",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"657","Crow","2",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"658","Crow","3",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"659","Crow","4",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"660","Crow","13",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"661","Crow","14",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"662","Crow","15",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"663","Crow","16",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"664","Crow","17",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"665","Crow","5",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"666","Crow","6",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"667","Crow","7",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"668","Crow","8",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"669","Crow","9",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"670","Crow","10",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"671","Crow","11",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"672","Crow","12",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"673","Crow","Murdock,_George_Peter._1934._The_Crows_of_the_Western_Plains._InOur_Primitive_Contemporaries,_264_90._New_York:_The_Macmillan_Company._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_017.",1,"awl","bone","Toolkit",-11.19999981,-75.06772576,40.73536682
"674","Crow","Denig,_Edwin_Thompson,_and_John_C._(John_Canfield)_Ewers._1961._Five_Indian_Tribes_of_the_Upper_Missouri:_Sioux,_Arickaras,_Assiniboines,_Crees,_Crows._In_._Norman,_Oklahoma:_University_of_Oklahoma_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_022.",1,"awl","metal","Toolkit",-11.19999981,-75.06772576,40.73536682
"675","Crow","Lowie,_Robert_Harry._1921._The_Sun_Dance_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_16:1_50._New_York:_The_Trustees_American_Museum_of_Natural_History._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_006.",1,"awl","unknown","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"676","Crow","Lowie,_Robert_Harry._1924._Minor_Ceremonies_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_21:323_65._New_York:_American_Museum_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_019.",1,"awl","unknown","Piercing",-11.19999981,-75.06772576,40.73536682
"677","Crow","Wildschut,_William,_and_John_C._(John_Canfield)_Ewers._1960._Crow_Indian_Medicine_Bundles._InContributions_from_the_Museum_of_the_American_Indian,_17:i_178_,_4_colored_and_68_black_and_white_plates._New_York:_Museum_of_the_American_Indian,_Heye_Foundation._https://ehrafworldcultures.yale.edu/document?id=nq10_021.",1,"awl","unknown","Medicine Bundle",-11.19999981,-75.06772576,40.73536682
"678","Crow","Lowie,_Robert_Harry._1922._The_Material_Culture_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_21:201_70._New_York:_The_Trustees_of_the_American_Museum_of_Natural_History._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_003.",1,"awl","bone","Toolkit",-11.19999981,-75.06772576,40.73536682
"679","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","bone","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"680","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","bone","Dance",-11.19999981,-75.06772576,40.73536682
"681","Crow","Wildschut,_William,_and_John_C._(John_Canfield)_Ewers._1960._Crow_Indian_Medicine_Bundles._InContributions_from_the_Museum_of_the_American_Indian,_17:i_178_,_4_colored_and_68_black_and_white_plates._New_York:_Museum_of_the_American_Indian,_Heye_Foundation._https://ehrafworldcultures.yale.edu/document?id=nq10_021.",1,"awl","unknown","Magic",-11.19999981,-75.06772576,40.73536682
"682","Crow","Lowie,_Robert_Harry._1921._The_Sun_Dance_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_16:1_50._New_York:_The_Trustees_American_Museum_of_Natural_History._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_006.",1,"awl","bone","Dance",-11.19999981,-75.06772576,40.73536682
"683","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","unknown","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"684","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","unknown","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"685","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","unknown","Piercing",-11.19999981,-75.06772576,40.73536682
"686","Crow","Lowie,_Robert_Harry._1924._Minor_Ceremonies_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_21:323_65._New_York:_American_Museum_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_019.",1,"awl","unknown","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"687","Crow","Lowie,_Robert_Harry._1924._Minor_Ceremonies_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_21:323_65._New_York:_American_Museum_Press._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_019.",1,"awl","unknown","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"688","Crow","Lowie,_Robert_Harry._1921._The_Sun_Dance_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_16:1_50._New_York:_The_Trustees_American_Museum_of_Natural_History._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_006.",1,"awl","bone","Ceremony or Ritual",-11.19999981,-75.06772576,40.73536682
"689","Crow","Murdock,_George_Peter._1934._The_Crows_of_the_Western_Plains._InOur_Primitive_Contemporaries,_264_90._New_York:_The_Macmillan_Company._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_017.",1,"awl","unknown","Piercing",-11.19999981,-75.06772576,40.73536682
"690","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","unknown","Politics ",-11.19999981,-75.06772576,40.73536682
"691","Crow","Wildschut,_William,_and_John_C._(John_Canfield)_Ewers._1960._Crow_Indian_Medicine_Bundles._InContributions_from_the_Museum_of_the_American_Indian,_17:i_178_,_4_colored_and_68_black_and_white_plates._New_York:_Museum_of_the_American_Indian,_Heye_Foundation._https://ehrafworldcultures.yale.edu/document?id=nq10_021.",1,"needle","unknown","Medicine Bundle",-11.19999981,-75.06772576,40.73536682
"692","Crow","Lowie,_Robert_Harry._1935.The_Crow_Indians._New_York:_Farrar_and_Rinehart._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_001.",1,"awl","unknown","Piercing",-11.19999981,-75.06772576,40.73536682
"693","Crow","Lowie,_Robert_Harry._1922._The_Material_Culture_of_the_Crow_Indians._InAnthropological_Papers_of_the_American_Museum_of_Natural_History,_21:201_70._New_York:_The_Trustees_of_the_American_Museum_of_Natural_History._https://ehrafworldcultures_yale_edu.libproxy.uwyo.edu/document?id=nq10_003.",1,"awl","unknown","Toolkit",-11.19999981,-75.06772576,40.73536682
"694","Crow","Wildschut,_William,_and_John_C._(John_Canfield)_Ewers._1960._Crow_Indian_Medicine_Bundles._InContributions_from_the_Museum_of_the_American_Indian,_17:i_178_,_4_colored_and_68_black_and_white_plates._New_York:_Museum_of_the_American_Indian,_Heye_Foundation._https://ehrafworldcultures.yale.edu/document?id=nq10_021.",1,"needle","unknown","Magic",-11.19999981,-75.06772576,40.73536682
"695","Crow","19",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"696","Crow","20",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"697","Crow","21",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"698","Crow","22",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
"699","Crow","23",0,NA,NA,NA,-11.19999981,-75.06772576,40.73536682
